Id;modularity_class
1338059061166792704;4
149799081;4
1487087792710733828;4
1240233117543211008;4
1486267215422935044;4
19019840;4
1471475005926035458;4
1277727553202110467;4
1179382288200732672;4
536594609;4
3218229703;4
1972656259;4
1351243951559229440;4
1366706535758516226;4
106403087;4
933440778394841088;4
543799267;4
2338275336;4
816592081200279552;4
253998571;4
322180487;4
14321959;4
871365868701315072;4
2563372862;4
936506814430089217;4
1012692323669405696;4
1122270978019659776;4
1481789183219884032;4
1208072844032258048;4
931407961452359686;4
19055698;4
19918353;4
22737278;4
786532824476180480;4
1267159445462646784;4
1386793843920625665;4
169670184;4
388383447;4
93223785;4
235708122;4
2161132934;4
1369996615428108291;4
3071790914;4
1221109638126604293;4
361299964;4
1311983152643137537;4
18474950;4
2590145787;4
392297951;4
146123790;4
1266509317861040129;4
108330351;4
47678555;4
971514959258583040;4
40710088;4
1427408310;4
1488103879061483522;4
1378863269042126850;4
87940943;4
785553996043972609;4
744512044725116928;4
29793098;4
4902539753;4
957520707792990210;4
20377194;4
1206280701202620417;4
2742640171;4
28587768;4
18536997;4
14106829;4
138108708;4
97883743;4
1234547847846125568;4
714368791;4
1378343070333276161;4
73407166;4
859362688320843776;4
1358153910989553667;4
1301920782038134784;4
2151390708;4
1105180319102263302;4
24200257;4
1024229482666840069;4
2407368942;4
1434963783982723080;4
912278708349698048;4
4767910995;4
1231270345300160518;4
800285348261556224;4
1267474997485977606;4
1483293923875381253;4
1468844215878750209;4
1071817859414806528;4
1148442735734677504;4
1117157798326996998;4
15461733;4
1254421542;4
1348842700833918976;4
190807789;4
225838288;4
1901332344;4
1308877368627519489;4
727316106843574272;4
1170216594414243840;4
1087476566156853250;4
630416435;4
2813006618;4
20849020;4
1147267616869888000;4
20068053;4
107075223;4
319872758;4
101939643;4
1008688766062661632;4
1639748756;4
1266352689514000385;4
1403785571655426049;4
709986828066144257;4
1537245929731854336;4
142614009;4
1303157979068293120;4
225301621;4
810709142;4
1153267788460515328;4
344586908;4
1284766296186519552;4
2213910032;4
47701875;4
15463610;4
1127902479616806913;4
4897280529;4
1491913429036290050;4
14314815;4
890826552702779392;4
1144133884428390400;4
110728224;4
762377565688307712;4
1427552346570174475;4
247709611;4
1655628048;4
749593511176073225;4
2546268502;4
113062227;4
1092096524358537217;4
329628561;4
325734439;4
1449429842999525377;4
1471574049205723140;4
17645466;4
2918471915;4
703088138353127424;4
1404797639040843784;4
1390728259;4
520446437;4
1252520990;4
832004993670643712;4
990624012664524800;4
1381982526881865728;4
826447691542519810;4
1362819781821407240;4
759447824;4
2527904352;4
1526091686383853568;4
1150860862426628101;4
246501884;4
1488168553681408004;4
177337192;4
1451686290;4
1163887880;4
1393165352549421062;4
259873788;4
2238117590;4
928726378635255810;4
1436411580929822721;4
1237868070435160064;4
3100015590;4
214728015;4
86998751;4
803476602772459523;4
93888820;4
806961338899689472;4
